Sr No,State,Constituency,Candidate Name,Party Name,EVM Votes,Postal Votes,Total Votes,Percent Votes
6,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,H D HANUMANTHE GOWD,Independent,2270,8,2278,0.16
7,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,ANJINAPPA GARI SREENIVASULU,Revolutionary Socialist Party,2045,6,2051,0.14
8,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,S N SURESH,Independent,1611,20,1631,0.12
9,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,DASAGANIPALLI KULLAYAPPA,Independent,1317,11,1328,0.09
10,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,ASHOK,Socialist Unity Centre Of India (COMMUNIST),1282,10,1292,0.09
11,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,T SUDHAKAR REDDY,Independent,1227,10,1237,0.09
12,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,S RAGHUNATHA REDDY,Independent,693,17,710,0.05
13,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,BUDILI DHANUNJAYA,National Nava Kranthi Party,679,3,682,0.05
14,Andhra Pradesh,Parliamentary  Constituency  20 - Hindupur (Andhra Pradesh) ,NOTA,None of the Above,17826,145,17971,1.27
1,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,Y. S. AVINASH REDDY,Yuvajana Sramika Rythu Congress Party,598406,6737,605143,45.78
2,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,Telugu Desam,532358,10090,542448,41.03
3,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,Y.S. SHARMILA REDDY,Indian National Congress,136395,4644,141039,10.67
4,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,PANDITI. GURAPPA.,Bahujan Samaj Party,3790,20,3810,0.29
5,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,VENU GOPAL RACHINENI,Rashtriya Praja Congress  (Secular),3500,70,3570,0.27
6,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,CHINNAPUREDDY GOPALA KRISHNA REDDY,Independent,2414,16,2430,0.18
7,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi,2329,4,2333,0.18
8,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,L. KHAJA HUSSAIN,Independent,1087,1,1088,0.08
9,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,752,3,755,0.06
10,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,KAKARLA SHANMUKHA REDDY,Independent,633,14,647,0.05
11,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,PALLE RAMESH,Jaibhim Rao Bharat Party,619,5,624,0.05
12,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,CHAN BASHA. S,Anna YSR Congress Party,432,7,439,0.03
13,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,J. V. RAMANA,Jaathia Chethi Vruthula Ikya Vedika Party,414,20,434,0.03
14,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,MALIKIREDDY. HANUMANTHA REDDY,Jana Sahayaka Sakthi,358,11,369,0.03
15,Andhra Pradesh,Parliamentary  Constituency  21 - Kadapa (Andhra Pradesh) ,NOTA,None of the Above,16660,186,16846,1.27
1,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,TANGELLA UDAY SRINIVAS  (TEA TIME UDAY),Janasena Party,718971,10728,729699,54.87
2,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,CHALAMALASETTY SUNIL,Yuvajana Sramika Rythu Congress Party,495188,5020,500208,37.62
3,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,MALLIPUDI MANGAPATI PALLAM RAJU,Indian National Congress,20258,851,21109,1.59
4,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,UDAY,Navarang Congress Party,15578,125,15703,1.18
5,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,KANDREGULA NARASIMHAM,Bahujan Samaj Party,11916,63,11979,0.9
6,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,DR ANUSHA YADAV,Bharatha Chaitanya Yuvajana Party,9818,36,9854,0.74
7,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,TANGELLA SRINIVASU,Jatiya Jana Sena Party,6516,43,6559,0.49
8,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,YEDIDA VARA PRASAD KUMAR,Republican Party of India (A),3924,3,3927,0.3
9,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,BUGATHA BANGARRAO,Communist Party of India  (Marxist-Leninist)  (Liberation),2816,7,2823,0.21
10,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,SUDHA VEERA GANESH,Independent,2645,2,2647,0.2
11,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,BHAVANI SANKAR PRASAD MERLA,Independent,1963,6,1969,0.15
12,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,YENUGUPALLI KRISHNA,Jaibhim Rao Bharat Party,1762,18,1780,0.13
13,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,BODDETI APPARAO,Independent,1687,-,1687,0.13
14,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,NEELAKANTAM DONAM,Independent,1401,11,1412,0.11
15,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,PASUPULETI S.V.S.BHUSHANAM,Independent,1222,5,1227,0.09
16,Andhra Pradesh,Parliamentary  Constituency  6 - Kakinada (Andhra Pradesh) ,NOTA,None of the Above,17105,115,17220,1.29
1,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,650335,8579,658914,49.51
2,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,543801,3815,547616,41.15
3,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,68972,1401,70373,5.29
4,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,8533,56,8589,0.65
5,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,BOYA SURESH,Independent,5891,9,5900,0.44
6,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,T. BEECHUPALLI,Independent,5125,2,5127,0.39
7,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,VIJAYA BHASKAR .REDDYPOGU,Independent,3504,4,3508,0.26
8,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,PAGADALA KODANDA,Independent,3070,6,3076,0.23
9,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,DEVARAPOGU MADDILETY,Independent,2576,6,2582,0.19
10,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,PRAKASH REDDY RALAMPADU,Independent,2222,3,2225,0.17
11,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,JAHANGIR AHMED,Social Democratic Party Of India,2058,16,2074,0.16
12,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,DR. REDDYPOGU PRAVEEN KUMAR,Independent,1847,9,1856,0.14
13,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,ABDUL SATTAR  A.S.R,Anna YSR Congress Party,1565,36,1601,0.12
14,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,1385,5,1390,0.1
15,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,URUKUNDU VADDE,Independent,1284,11,1295,0.1
16,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),1162,2,1164,0.09
17,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,SUNKARA SREEDHAR,Jai Bharat National Party,1149,14,1163,0.09
18,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,TARIGOPULA RAJABABU,All Peoples Party,1032,1,1033,0.08
19,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,777,6,783,0.06
20,Andhra Pradesh,Parliamentary  Constituency  18 - Kurnoolu (Andhra Pradesh) ,NOTA,None of the Above,10394,117,10511,0.79
1,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,BALASHOWRY VALLABHANENI,Janasena Party,712149,12290,724439,55.22
2,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,SIMHADRI CHANDRA SEKHAR RAO,Yuvajana Sramika Rythu Congress Party,495211,6049,501260,38.21
3,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,GOLLU KRISHNA,Indian National Congress,31130,695,31825,2.43
4,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,BAAL SHOURI CHODABATHINA,Jatiya Jana Sena Party,10518,623,11141,0.85
5,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,DEVAMANI DEVARAPALLI,Bahujan Samaj Party,9911,117,10028,0.76
6,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,KOMMARAJU SIVA NARASIMHA RAO,All India Forward Bloc,5245,9,5254,0.4
7,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,VALLABHANENI NAGA PAVAN KUMAR,Independent,5206,14,5220,0.4
8,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,MARADANI K R SWAMY,Jai Maha Bharath Party,2206,8,2214,0.17
9,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,GANDHI  DHANEKULA,Independent,1989,2,1991,0.15
10,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,PAMULA BALA SOWRYAMMA,Independent,1576,6,1582,0.12
11,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,ANUSHA YERUVA,Independent,1233,2,1235,0.09
12,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,GUDAVALLI VENKATA KEDARESWARA RAO,Independent,1102,9,1111,0.08
13,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,JOGI VEERANJANEYULU,Independent,1020,2,1022,0.08
14,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,DAMODARA RAO GUDAVALLI,Independent,928,2,930,0.07
15,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,APPARAO ENNETI,Independent,625,1,626,0.05
16,Andhra Pradesh,Parliamentary  Constituency  11 - Machilipatnam (Andhra Pradesh) ,NOTA,None of the Above,12008,118,12126,0.92
1,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,DR BYREDDY SHABARI,Telugu Desam,689417,11714,701131,49.92
2,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,583155,6001,589156,41.95
3,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,J LAKSHMI NARASIMHA YADAV,Indian National Congress,54920,1284,56204,4
4,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,P GURUVAIAH,Independent,8190,1,8191,0.58
5,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,A CHINNA MOULALI,Bahujan Samaj Party,7768,63,7831,0.56
6,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6858,74,6932,0.49
7,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633,-,4633,0.33
8,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,GAGGERA VENKATA RAMANAIAH,Independent,3027,4,3031,0.22
9,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,DUMAVATH SWAMY NAIK,Independent,2348,10,2358,0.17
10,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,KUNUKUNTLA RAMUDU,Independent,1408,5,1413,0.1
11,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,E ANIL KUMAR,Independent,1332,2,1334,0.09
12,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,C SURENDRA NATHA REDDY,Independent,1267,1,1268,0.09
13,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,BRAHMANANDA REDDY K,Independent,1261,11,1272,0.09
14,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,785,6,791,0.06
15,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,NAGESWARA RAO,Independent,678,2,680,0.05
16,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,VIJAYA BHASKAR REDDYPOGU,Independent,641,-,641,0.05
17,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,638,4,642,0.05
18,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,630,16,646,0.05
19,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,594,11,605,0.04
20,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,CHANDINI REDDY VAKATI,Liberation Congress Party,546,10,556,0.04
21,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,B C RAMANADHA AREDDY,Independent,472,-,472,0.03
22,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,GAJULA SHALIMIYA,Anna YSR Congress Party,468,18,486,0.03
23,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,428,2,430,0.03
24,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,CH P MALLESWARUDU,Independent,417,4,421,0.03
25,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,I V PAKKIR REDDY,Independent,408,2,410,0.03
26,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,V MADHUSUDHANA REDDY,Independent,399,2,401,0.03
27,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,BUSHAKU MAHESWARA REDDY,Independent,390,-,390,0.03
28,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,U P MUNI REDDY,Independent,376,-,376,0.03
29,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,GOGULA SUGUNAMMA,Jai Maha Bharath Party,375,4,379,0.03
30,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,BELLAMKONDA SREENIVASULU,Independent,352,1,353,0.03
31,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,BALIJA SHIVA KUMAR,Independent,288,-,288,0.02
32,Andhra Pradesh,Parliamentary  Constituency  17 - Nandyal (Andhra Pradesh) ,NOTA,None of the Above,10538,159,10697,0.76
1,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,699382,7961,707343,57.46
2,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party,426037,4504,430541,34.98
3,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,K.B.R.NAIDU,Indian National Congress,34298,915,35213,2.86
4,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,PRASANNA KUMAR UNDURTHI,Independent,6350,14,6364,0.52
5,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,MEDAPATI VENKATA VARAHALA REDDY,Independent,5966,3,5969,0.48
6,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,SIRRA RAJU,Bahujan Samaj Party,5945,69,6014,0.49
7,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,BALAGAM NAYAKAR,Independent,5232,8,5240,0.43
8,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,NALLI RAJESH,Independent,4684,-,4684,0.38
9,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,KETHA SREENU,Independent,3140,5,3145,0.26
10,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party,3112,4,3116,0.25
11,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,ADDEPALLI VEERA VENKAT SUBBA RAO,Independent,2781,2,2783,0.23
12,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,ANAND CHANDULAL JASTI,Independent,2726,-,2726,0.22
13,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,GANJI PURNIMA,Republican Party of India (A),1645,4,1649,0.13
14,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,GEDALA LAXMANA RAO,Independent,1525,2,1527,0.12
15,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,ADDANKI DORABABU,Independent,1388,5,1393,0.11
16,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,GOTTUMUKKALA SHIVAJI,Independent,1378,6,1384,0.11
17,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,ADINARAYANA DUPPANAPUDI,Independent,1002,5,1007,0.08
18,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,MANNE LEELA RAMA NARENDRA,Pyramid Party of India,922,8,930,0.08
19,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,RAMA DURGA PRASAD THOLETI,Independent,919,1,920,0.07
20,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,RUKHMINI,Independent,683,3,686,0.06
21,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,ADABALA SIVA,Independent,682,1,683,0.06
22,Andhra Pradesh,Parliamentary  Constituency  9 - Narsapuram (Andhra Pradesh) ,NOTA,None of the Above,7554,123,7677,0.62
1,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,798097,9899,807996,53.88
2,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,642186,6081,648267,43.23
3,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,17520,526,18046,1.2
4,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,ORSU PREMARAJU,Bahujan Samaj Party,5276,33,5309,0.35
5,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2328,8,2336,0.16
6,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1243,2,1245,0.08
7,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,YAMPATI VEERANJANEYA REDDY,Independent,1056,1,1057,0.07
8,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,SUBBARAO CHALLA,Independent,1051,-,1051,0.07
9,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,ABDUL RAJAK SHAIK,Independent,718,5,723,0.05
10,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,KOTA POTHURAJU,Pyramid Party of India,667,3,670,0.04
11,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,385,3,388,0.03
12,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,PASUPULETI PICHAIAH,National Nava Kranthi Party,353,3,356,0.02
13,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,PAPPULA SAMBASIVA RAO,Navarang Congress Party,331,1,332,0.02
14,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,305,4,309,0.02
15,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,THOKALA NAGA RAJU,All India Forward Bloc,277,8,285,0.02
16,Andhra Pradesh,Parliamentary  Constituency  14 - Narsaraopet (Andhra Pradesh) ,NOTA,None of the Above,11120,79,11199,0.75
1,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,750771,15431,766202,55.7
2,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,514375,5925,520300,37.82
3,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,KOPPULA RAJU,Indian National Congress,53264,1580,54844,3.99
4,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,BHASKAR NASINA,Bahujan Samaj Party,5710,101,5811,0.42
5,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,VIVEKA MANNEPALLI,Revolutionary Socialist Party,2794,10,2804,0.2
6,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,KOPPALA RAGHU,Independent,2010,5,2015,0.15
7,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,GAJULA SOMA SEKHAR,Jai Bharat National Party,1775,4,1779,0.13
8,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,1315,15,1330,0.1
9,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),1228,5,1233,0.09
10,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,MALLEPALLY RAGHU,Navarang Congress Party,1104,1,1105,0.08
11,Andhra Pradesh,Parliamentary  Constituency  22 - Nellore (Andhra Pradesh) ,SHAIK SHAFI AHMED,All India Forward Bloc,1037,-,1037,0.08
